nb;dept;COMMUNE;Commune;CP;Code_insee;longitude;latitude
370;1;PREVESSIN-MOENS;Prévessin-Moëns;1280;1313;6.08333;46.25
371;1;LENT;Lent;1240;1211;5.2;46.1167
372;1;MARSONNAS;Marsonnas;1340;1236;5.06667;46.3333
373;1;MANZIAT;Manziat;1570;1231;4.9;46.35
374;1;TREVOUX;Trévoux;1600;1427;4.76667;45.9333
375;1;BELLEGARDE-SUR-VALSERINE;Bellegarde-sur-Valserine;1200;1033;5.81667;46.1
376;1;BOURG-EN-BRESSE;Bourg-en-Bresse;1000;1053;5.21667;46.2
377;1;CONFORT;Confort;1200;1114;5.81667;46.15
378;1;SAINT-DENIS-LES-BOURG;Saint-Denis-lès-Bourg;1000;1344;5.2;46.2
379;1;MASSIGNIEU-DE-RIVES;Massignieu-de-Rives;1300;1239;5.76667;45.75
380;1;SAINT-ETIENNE-SUR-CHALARONNE;Saint-Étienne-sur-Chalaronne;1140;1351;4.86667;46.15
381;1;BOHAS-MEYRIAT-RIGNAT;Bohas-Meyriat-Rignat;1250;1245;5.4;46.1333
382;1;CHEVRY;Chevry;1170;1103;6.03333;46.2833
383;1;FAREINS;Fareins;1480;1157;4.76667;46.0167
384;1;GORREVOD;Gorrevod;1190;1175;4.95;46.4167
385;1;VALEINS;Valeins;1140;1428;4.86667;46.1167
386;1;VIEU-D'IZENAVE;Vieu-d'Izenave;1430;1441;5.53333;46.0833
387;1;TOUSSIEUX;Toussieux;1600;1423;4.83333;45.9667
388;1;ARBIGNY;Arbigny;1190;1016;4.96667;46.4667
389;1;MALAFRETAZ;Malafretaz;1340;1229;5.15;46.3167
390;1;SAMOGNAT;Samognat;1580;1392;5.58333;46.25
391;1;CRAS-SUR-REYSSOUZE;Cras-sur-Reyssouze;1340;1130;5.16667;46.3
392;1;MESSIMY-SUR-SAONE;Messimy-sur-Saône;1480;1243;4.76473;46.0484
393;1;POUGNY;Pougny;1550;1308;5.95;46.1333
394;1;SANDRANS;Sandrans;1400;1393;4.98333;46.0667
395;1;PONT-DE-VEYLE;Pont-de-Veyle;1290;1306;4.88333;46.2667
396;1;MIJOUX;Mijoux;1170;1247;6;46.3667
397;1;SAINT-JEAN-DE-GONVILLE;Saint-Jean-de-Gonville;1630;1360;5.95;46.2167
398;1;SAINT-ANDRE-LE-BOUCHOUX;Saint-André-le-Bouchoux;1240;1335;5.08333;46.1167
399;1;CHANEINS;Chaneins;1990;1083;4.85;46.1
400;1;JOYEUX;Joyeux;1800;1198;5.1;45.95
401;1;TRAMOYES;Tramoyes;1390;1424;4.96667;45.8667
402;1;BIZIAT;Biziat;1290;1046;4.93333;46.2167
403;1;IZENAVE;Izenave;1430;1191;5.53333;46.0333
404;1;BELMONT-LUTHEZIEU;Belmont-Luthézieu;1260;1036;5.66167;45.8795
405;1;ARBENT;Arbent;1100;1014;5.68333;46.3
406;1;SUTRIEU;Sutrieu;1260;1414;5.65;45.95
407;1;SERRIERES-DE-BRIORD;Serrières-de-Briord;1470;1403;5.45445;45.8081
408;1;ARANC;Aranc;1110;1012;5.5;46
409;1;CHALEY;Chaley;1230;1076;5.53333;45.95
410;1;CURCIAT-DONGALON;Curciat-Dongalon;1560;1139;5.15;46.4667
411;1;LOYETTES;Loyettes;1360;1224;5.2;45.7667
412;1;GEX;Gex;1170;1173;6.06667;46.3333
413;1;COURTES;Courtes;1560;1128;5.1;46.4667
414;1;BEREZIAT;Béréziat;1340;1040;5.05;46.3667
415;1;LAPEYROUSE;Lapeyrouse;1330;1207;4.96667;45.9833
416;1;APREMONT;Apremont;1100;1011;5.65833;46.2083
417;1;VILLIEU-LOYES-MOLLON;Villieu-Loyes-Mollon;1800;1450;5.22223;45.9206
418;1;LEYMENT;Leyment;1150;1213;5.3;45.9167
419;1;ETREZ;Étrez;1340;1154;5.18333;46.3333
420;2;GERCY;Gercy;2140;2341;3.86667;49.8167
421;2;VILLEMONTOIRE;Villemontoire;2210;2804;3.33333;49.3
422;2;BRANCOURT-LE-GRAND;Brancourt-le-Grand;2110;2112;3.38333;49.9667
423;2;LICY-CLIGNON;Licy-Clignon;2810;2428;3.26667;49.1
424;2;PROISY;Proisy;2120;2624;3.73333;49.9
425;2;CHAMBRY;Chambry;2000;2157;3.65;49.6
426;2;MONT-SAINT-JEAN;Mont-Saint-Jean;2360;2522;4.2;49.7833
427;2;MORGNY-EN-THIERACHE;Morgny-en-Thiérache;2360;2526;4.06667;49.7667
428;2;MESNIL-SAINT-LAURENT;Mesnil-Saint-Laurent;2720;2481;3.35;49.8333
429;2;ANNOIS;Annois;2480;2019;3.16667;49.7167
430;2;BRUNEHAMEL;Brunehamel;2360;2126;4.18333;49.7667
431;2;AUDIGNICOURT;Audignicourt;2300;2034;3.13333;49.4833
432;2;MONTIGNY-SUR-CRECY;Montigny-sur-Crécy;2270;2517;3.58333;49.7167
433;2;LOR;Lor;2190;2440;4.05;49.5333
434;2;CHIVRES-EN-LAONNOIS;Chivres-en-Laonnois;2350;2189;3.85;49.6333
435;2;SAINT-GOBAIN;Saint-Gobain;2410;2680;3.38333;49.6
436;2;UGNY-LE-GAY;Ugny-le-Gay;2300;2754;3.16667;49.6667
437;2;HAPPENCOURT;Happencourt;2480;2367;3.18333;49.7833
438;2;PROUVAIS;Prouvais;2190;2626;3.98333;49.4667
439;2;AZY-SUR-MARNE;Azy-sur-Marne;2400;2042;3.36667;49
440;2;TERNY-SORNY;Terny-Sorny;2880;2739;3.36667;49.45
441;2;DROIZY;Droizy;2210;2272;3.38333;49.2833
442;2;PIGNICOURT;Pignicourt;2190;2601;4.03333;49.4167
443;2;MOUSSY-VERNEUIL;Moussy-Verneuil;2160;2531;3.63333;49.4167
444;2;AGUILCOURT;Aguilcourt;2190;2005;3.96667;49.4
445;2;MONTAIGU;Montaigu;2820;2498;3.83333;49.5333
446;2;MOULINS;Moulins;2160;2530;3.68333;49.4167
447;2;SAULCHERY;Saulchery;2310;2701;3.3;48.9833
448;2;NANTEUIL-LA-FOSSE;Nanteuil-la-Fosse;2880;2537;3.45;49.4333
449;2;GUIGNICOURT;Guignicourt;2190;2360;3.96667;49.4333
450;2;BUCY-LE-LONG;Bucy-le-Long;2880;2131;3.38333;49.4
451;2;LONGPONT;Longpont;2600;2438;3.21667;49.2667
452;2;MONTGOBERT;Montgobert;2600;2506;3.15;49.3
453;2;NOIRCOURT;Noircourt;2340;2556;4.1;49.6667
454;2;ROZET-SAINT-ALBIN;Rozet-Saint-Albin;2210;2662;3.3;49.2
455;2;CHIVY-LES-ETOUVELLES;Chivy-lès-Étouvelles;2000;2191;3.58333;49.5167
456;2;CHAVONNE;Chavonne;2370;2176;3.56667;49.4
457;2;ARTONGES;Artonges;2330;2026;3.55;48.9333
458;2;OISY;Oisy;2450;2569;3.66667;50.0167
459;2;JUVIGNY;Juvigny;2880;2398;3.31667;49.45
460;2;MARCHAIS-EN-BRIE;Marchais-en-Brie;2540;2458;3.48333;48.8833
461;2;BOUCONVILLE-VAUCLAIR;Bouconville-Vauclair;2860;2102;3.75556;49.4656
462;2;LA BOUTEILLE;La Bouteille;2140;2109;3.96667;49.8667
463;2;LY-FONTAINE;Ly-Fontaine;2440;2446;3.3;49.7167
464;2;LOGNY-LES-AUBENTON;Logny-lès-Aubenton;2500;2435;4.2;49.8333
465;2;CUIRIEUX;Cuirieux;2350;2248;3.81667;49.6833
466;2;IRON;Iron;2510;2386;3.66667;49.95
467;2;JONCOURT;Joncourt;2420;2392;3.3;49.95
468;2;EFFRY;Effry;2500;2275;4;49.9333
469;2;JUMIGNY;Jumigny;2160;2396;3.71667;49.4167
470;2;CHAOURSE;Chaourse;2340;2160;4;49.7
471;2;SAINT-REMY-BLANZY;Saint-Rémy-Blanzy;2210;2693;3.3;49.2333
472;2;BEAUMONT-EN-BEINE;Beaumont-en-Beine;2300;2056;3.13333;49.7
473;2;LE PLESSIER-HULEU;Le Plessier-Huleu;2210;2606;3.35;49.2333
474;2;ESTREES;Estrées;2420;2291;3.28333;49.9667
475;2;BAULNE-EN-BRIE;Baulne-en-Brie;2330;2053;3.61667;48.9833
476;2;GUIVRY;Guivry;2300;2362;3.11667;49.65
477;2;VARISCOURT;Variscourt;2190;2761;3.98333;49.4167
478;2;CHATILLON-SUR-OISE;Châtillon-sur-Oise;2240;2170;3.4;49.7833
479;2;SOISSONS;Soissons;2200;2722;3.33333;49.3667
480;2;BRAY-SAINT-CHRISTOPHE;Bray-Saint-Christophe;2480;2117;3.15;49.7667
481;2;LE HERIE-LA-VIEVILLE;Le Hérie-la-Viéville;2120;2379;3.63333;49.8167
482;2;AUBENTON;Aubenton;2500;2031;4.2;49.8333
483;2;BRAYE;Braye;2880;2118;3.36667;49.4333
484;2;BRISSAY-CHOIGNY;Brissay-Choigny;2240;2123;3.36667;49.7167
485;2;REMAUCOURT;Remaucourt;2100;2637;3.33333;49.9
486;2;SERAUCOURT-LE-GRAND;Seraucourt-le-Grand;2790;2710;3.21667;49.7833
487;2;BERRY-AU-BAC;Berry-au-Bac;2190;2073;3.9;49.4
488;2;VIVAISE;Vivaise;2870;2821;3.56667;49.6167
489;2;PROVISEUX-ET-PLESNOY;Proviseux-et-Plesnoy;2190;2627;4;49.4667
490;2;CAUMONT;Caumont;2300;2145;3.18333;49.6167
491;2;VILLERS-LE-SEC;Villers-le-Sec;2240;2813;3.5;49.7833
492;2;VICHEL-NANTEUIL;Vichel-Nanteuil;2210;2796;3.28333;49.1833
493;2;ROMERY;Romery;2120;2654;3.73333;49.9
494;2;FONTAINE-LES-CLERCS;Fontaine-lès-Clercs;2680;2320;3.21667;49.8
495;2;CHERY-LES-POUILLY;Chéry-lès-Pouilly;2000;2180;3.6;49.65
496;2;PITHON;Pithon;2480;2604;3.1;49.75
497;2;BEAURIEUX;Beaurieux;2160;2058;3.73333;49.4
498;2;SINCENY;Sinceny;2300;2719;3.25;49.6
499;2;BOUFFIGNEREUX;Bouffignereux;2160;2104;3.85;49.3667
500;2;SAINT-GENGOULPH;Saint-Gengoulph;2810;2679;3.21667;49.1167
501;2;PARGNY-LES-BOIS;Pargny-les-Bois;2270;2591;3.61667;49.7167
502;2;MONTIGNY-L'ALLIER;Montigny-l'Allier;2810;2512;3.1;49.1167
503;2;BEUVARDES;Beuvardes;2130;2083;3.48333;49.15
504;2;CUISSY-ET-GENY;Cuissy-et-Geny;2160;2252;3.7;49.4167
505;2;REUILLY-SAUVIGNY;Reuilly-Sauvigny;2850;2645;3.55;49.0667
506;2;VAILLY-SUR-AISNE;Vailly-sur-Aisne;2370;2758;3.51667;49.4167
507;2;BIEVRES;Bièvres;2860;2088;3.71667;49.5
508;2;BERNY-RIVIERE;Berny-Rivière;2290;2071;3.15;49.4167
509;2;PERLES;Perles;2160;2597;3.65;49.3167
510;2;FONTENELLE-EN-BRIE;Fontenelle-en-Brie;2540;2325;3.48333;48.9167
511;2;NEUFLIEUX;Neuflieux;2300;2542;3.16667;49.6
512;2;SAINTE-CROIX;Sainte-Croix;2820;2675;3.78333;49.4833
513;2;PARGNY-LA-DHUYS;Pargny-la-Dhuys;2330;2590;3.55;48.95
514;2;BRENELLE;Brenelle;2220;2120;3.53333;49.3667
515;2;URVILLERS;Urvillers;2690;2756;3.31667;49.7833
516;2;LAVERSINE;Laversine;2600;2415;3.16667;49.35
517;2;ORIGNY-SAINTE-BENOITE;Origny-Sainte-Benoite;2390;2575;3.5;49.8333
518;2;CUIRY-HOUSSE;Cuiry-Housse;2220;2249;3.48333;49.3
519;2;LA NEUVILLE-LES-DORENGT;La Neuville-lès-Dorengt;2450;2548;3.68333;49.9667
520;2;BLANZY-LES-FISMES;Blanzy-lès-Fismes;2160;2091;3.66667;49.3333
521;2;HARGICOURT;Hargicourt;2420;2370;3.18;49.9623
522;2;VILLERS-SUR-FERE;Villers-sur-Fère;2130;2816;3.53333;49.1833
523;2;LA HERIE;La Hérie;2500;2378;4.05;49.8833
524;2;BONNESVALYN;Bonnesvalyn;2400;2099;3.31667;49.1167
525;2;HAUTION;Haution;2140;2377;3.83333;49.85
526;2;BERZY-LE-SEC;Berzy-le-Sec;2200;2077;3.31667;49.3333
527;2;LA VALLEE-AU-BLE;La Vallée-au-Blé;2140;2759;3.78333;49.8667
528;2;LE CATELET;Le Catelet;2420;2143;3.25;50
529;2;GIZY;Gizy;2350;2346;3.76667;49.6
530;2;SAINT-ALGIS;Saint-Algis;2260;2670;3.81667;49.8833
531;2;SAINT-AUBIN;Saint-Aubin;2300;2671;3.18333;49.5167
532;2;BANCIGNY;Bancigny;2140;2044;4.01667;49.8
533;2;VILLENEUVE-SUR-FERE;Villeneuve-sur-Fère;2130;2806;3.46667;49.1833
534;2;FLEURY;Fleury;2600;2316;3.15639;49.2581
535;2;QUINCY-SOUS-LE-MONT;Quincy-sous-le-Mont;2220;2633;3.55;49.3
536;2;BESNY-ET-LOIZY;Besny-et-Loizy;2870;2080;3.58333;49.6
537;2;CHERY-LES-ROZOY;Chéry-lès-Rozoy;2360;2181;4.08333;49.7167
538;2;CHAUNY;Chauny;2300;2173;3.21667;49.6167
539;2;SOMMETTE-EAUCOURT;Sommette-Eaucourt;2480;2726;3.11667;49.7333
540;2;LIERVAL;Lierval;2860;2429;3.61667;49.4833
541;2;CHEZY-SUR-MARNE;Chézy-sur-Marne;2570;2186;3.36667;48.9833
542;2;OULCHES-LA-VALLEE-FOULON;Oulches-la-Vallée-Foulon;2160;2578;3.75;49.4333
543;2;ANIZY-LE-CHATEAU;Anizy-le-Château;2320;2018;3.45;49.5
544;2;MAIZY;Maizy;2160;2453;3.73333;49.3833
545;2;FOURDRAIN;Fourdrain;2870;2329;3.46667;49.6
546;2;NAMPTEUIL-SOUS-MURET;Nampteuil-sous-Muret;2200;2536;3.41667;49.3
547;2;URCEL;Urcel;2000;2755;3.55;49.5
548;2;LOUATRE;Louâtre;2600;2441;3.25;49.25
549;2;BARZY-EN-THIERACHE;Barzy-en-Thiérache;2170;2050;3.75;50.0333
550;2;CONDE-EN-BRIE;Condé-en-Brie;2330;2209;3.55;49
551;2;DAMPLEUX;Dampleux;2600;2259;3.15;49.25
552;2;SOMMELANS;Sommelans;2470;2724;3.3;49.1333
553;2;PONTRUET;Pontruet;2490;2615;3.23333;49.9
554;2;OIGNY-EN-VALOIS;Oigny-en-Valois;2600;2568;3.13333;49.2167
555;2;LOUPEIGNE;Loupeigne;2130;2442;3.53333;49.25
556;2;LHUYS;Lhuys;2220;2427;3.55;49.2833
557;2;EPARCY;Éparcy;2500;2278;4.06667;49.8667
558;2;LA CHAPELLE-MONTHODON;La Chapelle-Monthodon;2330;2161;3.63333;49.0167
559;2;MORSAIN;Morsain;2290;2527;3.18333;49.45
560;2;JAULGONNE;Jaulgonne;2850;2389;3.53333;49.0833
561;2;CHERMIZY-AILLES;Chermizy-Ailles;2860;2178;3.73333;49.4667
562;2;BECQUIGNY;Becquigny;2110;2061;3.46973;50.0173
563;2;FESTIEUX;Festieux;2840;2309;3.75;49.5167
564;2;VILLERS-LES-GUISE;Villers-lès-Guise;2120;2814;3.68333;49.9
565;2;NAMPCELLES-LA-COUR;Nampcelles-la-Cour;2140;2535;4;49.7833
566;2;MONTIGNY-EN-ARROUAISE;Montigny-en-Arrouaise;2110;2511;3.48333;49.9
567;2;BERRIEUX;Berrieux;2820;2072;3.85;49.4833
568;2;CHIGNY;Chigny;2120;2188;3.76667;49.9167
569;2;MURET-ET-CROUTTES;Muret-et-Crouttes;2210;2533;3.41667;49.2833
570;2;FLAVIGNY-LE-GRAND-ET-BEAURAIN;Flavigny-le-Grand-et-Beaurain;2120;2313;3.66473;49.8909
571;2;LAON;Laon;2000;2408;3.61667;49.5667
572;2;SAINT-CLEMENT;Saint-Clément;2360;2674;4.06667;49.7667
573;2;DERCY;Dercy;2270;2261;3.68333;49.7
574;2;ANGUILCOURT-LE-SART;Anguilcourt-le-Sart;2800;2017;3.43333;49.6833
575;2;VILLERS-EN-PRAYERES;Villers-en-Prayères;2160;2811;3.66667;49.3833
576;2;CHALANDRY;Chalandry;2270;2156;3.63333;49.6833
577;2;LAVAL-EN-LAONNOIS;Laval-en-Laonnois;2860;2413;3.6;49.5
578;2;FRESSANCOURT;Fressancourt;2800;2335;3.41667;49.6167
579;2;LE SOURD;Le Sourd;2140;2731;3.75;49.8667
580;2;FONTAINE-NOTRE-DAME;Fontaine-Notre-Dame;2110;2322;3.43333;49.8833
581;2;CHERY-CHARTREUVE;Chéry-Chartreuve;2220;2179;3.61667;49.2667
582;2;MORTEFONTAINE;Mortefontaine;2600;2528;3.07611;49.3317
583;2;SERAIN;Serain;2110;2709;3.36667;50.0167
584;2;MAAST-ET-VIOLAINE;Maast-et-Violaine;2220;2447;3.45;49.2833
585;2;NEUVILLE-SUR-AILETTE;Neuville-sur-Ailette;2860;2550;3.7;49.4667
586;2;FRANCILLY-SELENCY;Francilly-Selency;2760;2330;3.23333;49.85
587;2;BEZU-LE-GUERY;Bézu-le-Guéry;2310;2084;3.23333;49.0167
588;2;MARLE;Marle;2250;2468;3.76667;49.7333
589;2;LEME;Lemé;2140;2416;3.76667;49.8333
590;2;CIERGES;Cierges;2130;2193;3.6;49.1667
591;2;CRAONNE;Craonne;2160;2234;3.78333;49.4333
592;2;COURTEMONT-VARENNES;Courtemont-Varennes;2850;2228;3.55;49.0667
593;2;POMMIERS;Pommiers;2200;2610;3.26667;49.4
594;2;GLAND;Gland;2400;2347;3.46667;49.05
595;2;LANDOUZY-LA-COUR;Landouzy-la-Cour;2140;2404;3.98333;49.85
596;2;MONTIGNY-LES-CONDE;Montigny-lès-Condé;2330;2515;3.56667;48.9833
597;2;LEUILLY-SOUS-COUCY;Leuilly-sous-Coucy;2380;2423;3.33333;49.4833
598;2;PLOISY;Ploisy;2200;2607;3.3;49.3333
599;2;SERVAL;Serval;2160;2715;3.68333;49.35
600;2;BILLY-SUR-OURCQ;Billy-sur-Ourcq;2210;2090;3.3;49.2167
601;2;AMBRIEF;Ambrief;2200;2012;3.4;49.3167
602;2;PRISCES;Prisces;2140;2623;3.86667;49.7833
603;2;ROUPY;Roupy;2590;2658;3.18333;49.8167
604;2;RONCHERES;Ronchères;2130;2655;3.6;49.15
605;2;LUGNY;Lugny;2140;2444;3.81667;49.7833
606;2;CHEZY-EN-ORXOIS;Chézy-en-Orxois;2810;2185;3.18333;49.1333
607;2;DHUIZEL;Dhuizel;2220;2263;3.61667;49.3667
608;2;ETAMPES-SUR-MARNE;Étampes-sur-Marne;2400;2292;3.41667;49.0333
609;2;VAUX-EN-VERMANDOIS;Vaux-en-Vermandois;2590;2772;3.15;49.8167
610;2;BOUE;Boué;2450;2103;3.7;50.0167
611;2;LA FERE;La Fère;2800;2304;3.36667;49.6667
612;2;SAINT-MICHEL;Saint-Michel;2830;2684;4.13333;49.9167
613;2;CASTRES;Castres;2680;2142;3.23333;49.8
614;2;MESBRECOURT-RICHECOURT;Mesbrecourt-Richecourt;2270;2480;3.55;49.7
615;2;BEUGNEUX;Beugneux;2210;2082;3.41667;49.2333
616;2;CLERMONT-LES-FERMES;Clermont-les-Fermes;2340;2200;3.95;49.6667
617;2;CONDREN;Condren;2700;2212;3.28333;49.6167
618;2;FRANQUEVILLE;Franqueville;2140;2331;3.80945;49.81
619;2;ARCY-SAINTE-RESTITUE;Arcy-Sainte-Restitue;2130;2022;3.46667;49.25
620;2;BURELLES;Burelles;2140;2136;3.9;49.7833
621;2;ROCOURT-SAINT-MARTIN;Rocourt-Saint-Martin;2210;2649;3.38333;49.15
622;2;COMMENCHON;Commenchon;2300;2207;3.16667;49.6333
623;2;VOULPAIX;Voulpaix;2140;2826;3.83333;49.8333
624;2;BUCY-LES-CERNY;Bucy-lès-Cerny;2870;2132;3.51667;49.5833
625;2;RENANSART;Renansart;2240;2640;3.45;49.7167
626;2;PRESLES-ET-BOVES;Presles-et-Boves;2370;2620;3.55;49.4
627;2;LAVAQUERESSE;Lavaqueresse;2450;2414;3.70833;49.95
628;2;CUFFIES;Cuffies;2880;2245;3.31667;49.4167
629;2;VILLEQUIER-AUMONT;Villequier-Aumont;2300;2807;3.2;49.65
630;2;VENDELLES;Vendelles;2490;2774;3.13333;49.9167
631;2;ATTILLY;Attilly;2490;2029;3.16667;49.85
632;2;BERLANCOURT;Berlancourt;2250;2068;3.75806;49.7787
633;2;GRISOLLES;Grisolles;2210;2356;3.35;49.15
634;2;COURCELLES-SUR-VESLE;Courcelles-sur-Vesle;2220;2224;3.57195;49.3381
635;2;SONS-ET-RONCHERES;Sons-et-Ronchères;2270;2727;3.66667;49.75
636;2;SERINGES-ET-NESLES;Seringes-et-Nesles;2130;2713;3.53333;49.2
637;2;GRANDLUP-ET-FAY;Grandlup-et-Fay;2350;2353;3.73333;49.6667
638;2;COINCY;Coincy;2210;2203;3.41667;49.1667
639;2;MARLY-GOMONT;Marly-Gomont;2120;2469;3.8;49.9
640;2;MACOGNY;Macogny;2470;2449;3.23333;49.1667
641;2;TARTIERS;Tartiers;2290;2736;3.23333;49.4333
642;2;GIBERCOURT;Gibercourt;2440;2345;3.28333;49.7333
643;2;PONTRU;Pontru;2490;2614;3.21667;49.9
644;2;TRELOU-SUR-MARNE;Trélou-sur-Marne;2850;2748;3.60695;49.077
645;2;LA VILLE-AUX-BOIS-LES-DIZY;La Ville-aux-Bois-lès-Dizy;2340;2802;3.99334;49.6612
646;2;AMIGNY-ROUY;Amigny-Rouy;2700;2014;3.3;49.6
647;2;CHARMES;Charmes;2800;2165;3.38333;49.65
648;2;VIFFORT;Viffort;2540;2800;3.45;48.9667
649;2;MACHECOURT;Mâchecourt;2350;2448;3.84167;49.6583
650;2;NOGENT-L'ARTAUD;Nogent-l'Artaud;2310;2555;3.31667;48.9667
651;2;TANNIERES;Tannières;2220;2735;3.55;49.2833
652;2;SAINT-ERME-OUTRE-ET-RAMECOURT;Saint-Erme-Outre-et-Ramecourt;2820;2676;3.85;49.5167
653;2;JOUAIGNES;Jouaignes;2220;2393;3.5;49.3
654;2;VAUCELLES-ET-BEFFECOURT;Vaucelles-et-Beffecourt;2000;2765;3.55;49.5333
655;2;LESQUIELLES-SAINT-GERMAIN;Lesquielles-Saint-Germain;2120;2422;3.61667;49.9333
656;2;AIZY-JOUY;Aizy-Jouy;2370;2008;3.51639;49.4348
657;2;FAUCOUCOURT;Faucoucourt;2320;2301;3.46667;49.5333
658;2;CHAVIGNY;Chavigny;2880;2175;3.3;49.4333
659;2;VEUILLY-LA-POTERIE;Veuilly-la-Poterie;2810;2792;3.21667;49.0833
660;2;MEZY-MOULINS;Mézy-Moulins;2650;2484;3.5;49.0667
661;2;GERNICOURT;Gernicourt;2160;2344;3.86667;49.4
662;2;QUINCY-BASSE;Quincy-Basse;2380;2632;3.38333;49.5167
663;2;SERGY;Sergy;2130;2712;3.56667;49.1833
664;2;TOULIS-ET-ATTENCOURT;Toulis-et-Attencourt;2250;2745;3.73333;49.6833
665;2;PUISEUX-EN-RETZ;Puiseux-en-Retz;2600;2628;3.13333;49.3
666;2;LEUZE;Leuze;2500;2425;4.15;49.85
667;2;CREZANCY;Crézancy;2650;2239;3.5;49.05
668;2;NOYALES;Noyales;2120;2563;3.55;49.9
669;2;MARIGNY-EN-ORXOIS;Marigny-en-Orxois;2810;2465;3.21667;49.0667
670;2;FORESTE;Foreste;2590;2327;3.1;49.8167
671;2;WISSIGNICOURT;Wissignicourt;2320;2834;3.43333;49.5333
672;2;TAVAUX-ET-PONTSERICOURT;Tavaux-et-Pontséricourt;2250;2737;3.91667;49.7333
673;2;SAPONAY;Saponay;2130;2699;3.48333;49.2167
674;2;EBOULEAU;Ébouleau;2350;2274;3.86667;49.6667
675;2;ORAINVILLE;Orainville;2190;2572;4.01667;49.3833
676;2;MISSY-LES-PIERREPONT;Missy-lès-Pierrepont;2350;2486;3.8;49.6333
677;2;NEUILLY-SAINT-FRONT;Neuilly-Saint-Front;2470;2543;3.26667;49.1667
678;2;TERGNIER;Tergnier;2700;2738;3.3;49.65
679;2;LA FERTE-MILON;La Ferté-Milon;2460;2307;3.11667;49.1667
680;2;BASSOLES-AULERS;Bassoles-Aulers;2380;2052;3.38333;49.5333
681;2;LE VERGUIER;Le Verguier;2490;2782;3.16667;49.9333
682;2;OSTEL;Ostel;2370;2577;3.56667;49.4333
683;2;SISSY;Sissy;2240;2721;3.43333;49.8
684;2;LEURY;Leury;2880;2424;3.33333;49.4333
685;2;LA CROIX-SUR-OURCQ;La Croix-sur-Ourcq;2210;2241;3.35;49.1667
686;2;PERNANT;Pernant;2200;2598;3.23333;49.3833
687;2;ETREUX;Étreux;2510;2298;3.65;49.9833
688;2;BRUYS;Bruys;2220;2129;3.56667;49.2667
689;2;FONTENELLE;Fontenelle;2170;2324;3.86667;50.0333
690;2;CERSEUIL;Cerseuil;2220;2152;3.51667;49.3333
691;2;VOHARIES;Voharies;2140;2823;3.8;49.7833
692;2;SAINT-PIERRE-AIGLE;Saint-Pierre-Aigle;2600;2687;3.18333;49.3167
693;2;SAINT-MARTIN-RIVIERE;Saint-Martin-Rivière;2110;2683;3.53333;50.05
694;2;NANTEUIL-NOTRE-DAME;Nanteuil-Notre-Dame;2210;2538;3.4;49.2
695;2;SELENS;Selens;2300;2704;3.2;49.5
696;2;MONTHENAULT;Monthenault;2860;2508;3.66667;49.4833
697;2;SAINT-EUGENE;Saint-Eugène;2330;2677;3.53333;49.0167
698;2;ETOUVELLES;Étouvelles;2000;2294;3.58333;49.5333
699;2;FAVEROLLES;Faverolles;2600;2302;3.17639;49.2242
700;2;LISLET;Lislet;2340;2433;4.01667;49.6833
701;2;VENDEUIL;Vendeuil;2800;2775;3.35;49.7167
702;2;FOLEMBRAY;Folembray;2670;2318;3.28333;49.55
703;2;COURBES;Courbes;2800;2222;3.45;49.6833
704;2;CHACRISE;Chacrise;2200;2154;3.4;49.3
705;2;SERCHES;Serches;2220;2711;3.45;49.35
706;2;ACY;Acy;2200;2003;3.41667;49.35
707;2;VERNEUIL-SOUS-COUCY;Verneuil-sous-Coucy;2380;2786;3.31667;49.5333
708;2;BAZOCHES-SUR-VESLES;Bazoches-sur-Vesles;2220;2054;3.61861;49.3073
709;2;MAUREGNY-EN-HAYE;Mauregny-en-Haye;2820;2472;3.8;49.5333
710;2;HARTENNES-ET-TAUX;Hartennes-et-Taux;2210;2372;3.35;49.2667
711;2;VASSENY;Vasseny;2220;2763;3.48333;49.35
712;2;MERVAL;Merval;2160;2479;3.7;49.35
713;2;CORCY;Corcy;2600;2216;3.21667;49.25
714;2;BONY;Bony;2420;2100;3.21667;49.9833
715;2;BRENY;Breny;2210;2121;3.35;49.1833
716;2;BRECY;Brécy;2210;2119;3.43333;49.15
717;2;BRUYERES-SUR-FERE;Bruyères-sur-Fère;2130;2127;3.43333;49.1833
718;2;FLAVY-LE-MARTEL;Flavy-le-Martel;2520;2315;3.2;49.7167
719;2;PANCY-COURTECON;Pancy-Courtecon;2860;2583;3.65;49.4667
720;2;BOSMONT-SUR-SERRE;Bosmont-sur-Serre;2250;2101;3.86667;49.7333
721;2;MISSY-AUX-BOIS;Missy-aux-Bois;2200;2485;3.25;49.3333
722;2;SURFONTAINE;Surfontaine;2240;2732;3.45;49.7333
723;2;DAGNY-LAMBERCY;Dagny-Lambercy;2140;2256;4.03333;49.7667
724;2;LANCHY;Lanchy;2590;2402;3.08333;49.8333
725;2;VAUDESSON;Vaudesson;2320;2766;3.48333;49.4667
726;2;COEUVRES-ET-VALSERY;Cœuvres-et-Valsery;2600;2201;3.15;49.3333
727;2;EPIEDS;Épieds;2400;2280;3.45;49.1
728;2;VILLENEUVE-SAINT-GERMAIN;Villeneuve-Saint-Germain;2200;2805;3.35;49.3833
729;2;ALAINCOURT;Alaincourt;2240;2009;3.36667;49.75
